Gerador,Algoritmo,Vertices,Tempo Médio (s),Qualidade Média
Erdos-Renyi,Busca_Tabu,20,0.08615386656795938,0.1878787878787879
Erdos-Renyi,Busca_Tabu,22,0.09296923332537214,0.1717171717171717
Erdos-Renyi,Busca_Tabu,24,0.10326993341247241,0.15445665445665444
Erdos-Renyi,Busca_Tabu,26,0.11672056668127577,0.13095238095238096
Erdos-Renyi,Busca_Tabu,28,0.12758719998722276,0.12009803921568628
Erdos-Renyi,Busca_Tabu,30,0.14244736668964228,0.10916179337231968
